ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
821,Dombey and Son by Charles Dickens (34),"Dickens, Charles, 1812-1870","Feb 1, 1997",English,PR: Language and Literatures: English literature,"England -- Fiction, Dysfunctional families -- Fiction, Domestic fiction, Fathers and daughters -- Fiction, Businesspeople -- Fiction, Family-owned business enterprises -- Fiction",https://www.gutenberg.org/ebooks/821
18241,"Tea-Cup Reading and Fortune-Telling by Tea Leaves, by a Highland Seer (34)",Unknown,"Apr 24, 2006",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis",Fortune-telling by tea leaves,https://www.gutenberg.org/ebooks/18241
3250,"How to Tell a Story, and Other Essays by Mark Twain (34)","Twain, Mark, 1835-1910","Sep 19, 2004",English,PS: Language and Literatures: American and Canadian literature,"Essays, Short stories, Storytelling",https://www.gutenberg.org/ebooks/3250
1750,Laws by Plato (34),"Plato, 427? BCE-347? BCE","May 1, 1999",English,JC: Political science: Political theory,"Political science -- Early works to 1800, State, The -- Early works to 1800",https://www.gutenberg.org/ebooks/1750
34702,"Encyclopaedia Britannica, 11th Edition, ""Bible"" to ""Bisectrix"" by Various (34)",Various,"Dec 19, 2010",English,AE: General Works: Encyclopedias,Encyclopedias and dictionaries,https://www.gutenberg.org/ebooks/34702
507,Adam Bede by George Eliot (34),"Eliot, George, 1819-1880","Jan 21, 2006",English,PR: Language and Literatures: English literature,"Didactic fiction, England -- Fiction, Love stories, Triangles (Interpersonal relations) -- Fiction, Illegitimate children -- Fiction, Women clergy -- Fiction, Infanticide -- Fiction, Carpenters -- Fiction",https://www.gutenberg.org/ebooks/507
37587,"The Katipunan; or, The Rise and Fall of the Filipino Commune by Francis St. Clair (34)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/37587
1292,The Way of the World by William Congreve (34),"Congreve, William, 1670-1729","Apr 1, 1998",English,PR: Language and Literatures: English literature,English drama (Comedy),https://www.gutenberg.org/ebooks/1292
72273,As many as touched Him by Eglanton Thorne (34),"Thorne, Eglanton, 1852-1907","Dec 1, 2023",English,PZ: Language and Literatures: Juvenile belles lettres,"Christian life -- Juvenile fiction, Friendship -- Juvenile fiction, Siblings -- Juvenile fiction, Country life -- Juvenile fiction, Sick children -- Juvenile fiction, Fire -- Juvenile fiction, Dressmakers -- Juvenile fiction, Burns and scalds -- Juvenile fiction",https://www.gutenberg.org/ebooks/72273
33,The Scarlet Letter by Nathaniel Hawthorne (34),"Hawthorne, Nathaniel, 1804-1864","Jun 1, 1992",English,PS: Language and Literatures: American and Canadian literature,"Adultery -- Fiction, Historical fiction, Revenge -- Fiction, Psychological fiction, Married women -- Fiction, Clergy -- Fiction, Triangles (Interpersonal relations) -- Fiction, Illegitimate children -- Fiction, Women immigrants -- Fiction, Puritans -- Fiction, Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction",https://www.gutenberg.org/ebooks/33
2981,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete by Giacomo Casanova (34)","Casanova, Giacomo, 1725-1798","Nov 11, 2004",English,D: History: General and Eastern Hemisphere,"Casanova, Giacomo, 1725-1798, Europe -- History -- 18th century -- Biography",https://www.gutenberg.org/ebooks/2981
30107,Principles of Political Economy by John Stuart Mill (34),"Mill, John Stuart, 1806-1873","Sep 27, 2009",English,"HB: Social sciences: Economic theory, Demography",Economics,https://www.gutenberg.org/ebooks/30107
3820,Nathan the Wise; a dramatic poem in five acts by Gotthold Ephraim Lessing (34),"Lessing, Gotthold Ephraim, 1729-1781","Mar 1, 2003",English,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures",German drama -- Translations into English,https://www.gutenberg.org/ebooks/3820
47018,"A Dictionary of Slang, Cant, and Vulgar Words by John Camden Hotten (34)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/47018
610,Idylls of the King by Baron Alfred Tennyson Tennyson (34),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/610
5658,Lord Jim by Joseph Conrad (34),"Conrad, Joseph, 1857-1924","Jan 9, 2006",English,PR: Language and Literatures: English literature,"Psychological fiction, Atonement -- Fiction, Merchant marine -- Officers -- Fiction, British -- Indonesia -- Fiction, Cowardice -- Fiction, Indonesia -- Fiction",https://www.gutenberg.org/ebooks/5658
19860,The Arabian Nights Entertainments by Anonymous (34),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/19860
5427,Emile by Jean-Jacques Rousseau (34),"Rousseau, Jean-Jacques, 1712-1778","Apr 1, 2004",English,LB: Education: Theory and practice of education,Education -- Early works to 1800,https://www.gutenberg.org/ebooks/5427
60497,"Storia di Milano, vol. 1 by Pietro Verri (34)","Verri, Pietro, 1728-1797","Oct 15, 2019",Italian,"DG: History: General and Eastern Hemisphere: Italy, Vatican City, Malta",Milan (Italy) -- History,https://www.gutenberg.org/ebooks/60497
23717,Jabberwocky by Lewis Carroll (34),"Carroll, Lewis, 1832-1898","Dec 1, 2007",English,PR: Language and Literatures: English literature,"Nonsense verses, Fantasy poetry",https://www.gutenberg.org/ebooks/23717
45814,An Advanced English Grammar with Exercises by Frank Edgar Farley and George Lyman Kittredge (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/45814
1094,Tamburlaine the Great — Part 1 by Christopher Marlowe (33),"Marlowe, Christopher, 1564-1593","Nov 1, 1997",English,PR: Language and Literatures: English literature,"Timur, 1336-1405 -- Drama, English drama, Tragedies, Historical drama",https://www.gutenberg.org/ebooks/1094
598,"Heimskringla; Or, The Chronicle of the Kings of Norway by Snorri Sturluson (33)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/598
19466,The Marvelous Land of Oz by L. Frank  Baum (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/19466
5001,Relativity : the Special and General Theory by Albert Einstein (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/5001
70,What Is Man? and Other Essays by Mark Twain (33),"Twain, Mark, 1835-1910","Sep 13, 2004",English,PS: Language and Literatures: American and Canadian literature,American essays,https://www.gutenberg.org/ebooks/70
14988,Cicero's Tusculan Disputations by Marcus Tullius Cicero (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/14988
520,The Life and Adventures of Santa Claus by L. Frank  Baum (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/520
2587,Life Is a Dream by Pedro Calderón de la Barca (33),"Calderón de la Barca, Pedro, 1600-1681","Mar 31, 2006",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",Drama,https://www.gutenberg.org/ebooks/2587
71536,Books and their makers during the Middle Ages : by George Haven Putnam (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/71536
20847,India: What can it teach us? by F. Max  Müller (33),"Müller, F. Max (Friedrich Max), 1823-1900","Mar 18, 2007",English,DS: History: General and Eastern Hemisphere: Asia,"India, Sanskrit literature -- History and criticism, Vedas",https://www.gutenberg.org/ebooks/20847
50280,Latin Phrase-Book by Carl Meissner (33),"Meissner, Carl, 1830-","Oct 22, 2015",Latin,PA: Language and Literatures: Classical Languages and Literature,"Latin language -- Idioms, Latin language -- Terms and phrases",https://www.gutenberg.org/ebooks/50280
2197,The Gambler by Fyodor Dostoyevsky (33),"Dostoyevsky, Fyodor, 1821-1881","May 1, 2000",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Psychological fiction, Gamblers -- Fiction, Gambling -- Fiction, Families -- Fiction, Russians -- Germany -- Fiction, Chance -- Fiction",https://www.gutenberg.org/ebooks/2197
2145,Ben-Hur: A tale of the Christ by Lew Wallace (33),"Wallace, Lew, 1827-1905","Apr 1, 2000",English,PS: Language and Literatures: American and Canadian literature,"Historical fiction, Jesus Christ -- Fiction, Christian fiction, Rome -- History -- Tiberius, 14-37 -- Fiction, Tiberius, Emperor of Rome 42 B.C.-37 A.D. -- Fiction, Bible. New Testament -- History of Biblical events -- Fiction",https://www.gutenberg.org/ebooks/2145
1252,Le Morte d'Arthur: Volume 2 by Sir Thomas Malory (33),"Malory, Thomas, Sir, -1471","Mar 1, 1998",English,PR: Language and Literatures: English literature,"Arthurian romances, Arthur, King -- Legends",https://www.gutenberg.org/ebooks/1252
653,The Chimes by Charles Dickens (33),"Dickens, Charles, 1812-1870","Sep 1, 1996",English,PR: Language and Literatures: English literature,"Christmas stories, Holidays -- Fiction",https://www.gutenberg.org/ebooks/653
65662,Der Zauberberg. Zweiter Band by Thomas Mann (33),"Mann, Thomas, 1875-1955","Jun 21, 2021",German,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Germany -- Fiction, Sanatoriums -- Fiction",https://www.gutenberg.org/ebooks/65662
34704,"British Goblins: Welsh Folk-lore, Fairy Mythology, Legends and Traditions by Wirt Sikes (33)","Sikes, Wirt, 1836-1883","Dec 20, 2010",English,"GR: Geography, Anthropology, Recreation: Folklore","Mythology, Celtic -- Wales, Wales -- Social life and customs, Folklore -- Wales, Mythology, Welsh, Goblins -- Wales",https://www.gutenberg.org/ebooks/34704
15238,Mathilda by Mary Wollstonecraft Shelley (33),"Shelley, Mary Wollstonecraft, 1797-1851","Mar 2, 2005",English,PR: Language and Literatures: English literature,"Fathers and daughters -- Fiction, Guilt -- Fiction, Incest -- Fiction",https://www.gutenberg.org/ebooks/15238
22542,Jesus the Christ by James E.  Talmage (33),"Talmage, James E. (James Edward), 1862-1933","Sep 8, 2007",English,"BX: Philosophy, Psychology, Religion: Christianity: Churches, Church movements","Jesus Christ -- Biography, Jesus Christ -- Mormon interpretations, Christian biography -- Palestine",https://www.gutenberg.org/ebooks/22542
28497,Myths of the Norsemen: From the Eddas and Sagas by H. A.  Guerber (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/28497
22699,Pipefuls by Christopher Morley (33),"Morley, Christopher, 1890-1957","Sep 21, 2007",English,PS: Language and Literatures: American and Canadian literature,Essays,https://www.gutenberg.org/ebooks/22699
2166,King Solomon's Mines by H. Rider  Haggard (33),"Haggard, H. Rider (Henry Rider), 1856-1925","May 1, 2000",English,PR: Language and Literatures: English literature,"Africa -- Fiction, Missing persons -- Fiction, Adventure stories, Treasure troves -- Fiction, Hunting guides -- Fiction, Diamond mines and mining -- Fiction, Quatermain, Allan (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/2166
153,Jude the Obscure by Thomas Hardy (33),"Hardy, Thomas, 1840-1928","Aug 1, 1994",English,PR: Language and Literatures: English literature,"Adultery -- Fiction, Didactic fiction, Love stories, Illegitimate children -- Fiction, Wessex (England) -- Fiction, Stonemasons -- Fiction, Children -- Death -- Fiction, Unmarried couples -- Fiction",https://www.gutenberg.org/ebooks/153
36542,The American Occupation of the Philippines 1898-1912 by James H.  Blount (33),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/36542
8525,"Eve's Diary, Complete by Mark Twain (33)","Twain, Mark, 1835-1910","Jun 1, 2004",English,PS: Language and Literatures: American and Canadian literature,"Humorous stories, Diary fiction, Bible. Genesis -- History of Biblical events -- Fiction, Eve (Biblical figure) -- Fiction",https://www.gutenberg.org/ebooks/8525
71324,A dictionary of American authors by Oscar Fay Adams (33),"Adams, Oscar Fay, 1855-1919","Aug 3, 2023",English,"Z: Bibliography, Library science","Authors, American -- Biography -- Dictionaries, American literature -- Bio-bibliography -- Dictionaries",https://www.gutenberg.org/ebooks/71324
42811,Japanese Colour-Prints and Their Designers by Frederick W. Gookin (33),"Gookin, Frederick W., 1853-1936","May 25, 2013",English,NE: Fine Arts: Print media,"Color prints, Japanese, Color prints, Japanese -- Exhibitions, Artists -- Japan",https://www.gutenberg.org/ebooks/42811
25929,Daemonologie. by King of England James I (33),"James I, King of England, 1566-1625","Jun 29, 2008",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Magic, Witchcraft -- Scotland, Demonology, Fian, John, -1591",https://www.gutenberg.org/ebooks/25929
2811,Letters of Pliny by the Younger Pliny (32),"Pliny, the Younger, 61-112?","Sep 1, 2001",English,PA: Language and Literatures: Classical Languages and Literature,"Pliny, the Younger -- Correspondence, Latin letters -- Translations into English, Authors, Latin -- Rome -- Correspondence, Lawyers -- Rome -- Correspondence",https://www.gutenberg.org/ebooks/2811
2488,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World by Jules Verne (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/2488
52914,The Will to Power: An Attempted Transvaluation of All Values. Book I and II by Nietzsche (32),"Nietzsche, Friedrich Wilhelm, 1844-1900","Aug 28, 2016",English,"B: Philosophy, Psychology, Religion","Values, Nihilism (Philosophy), Power (Philosophy)",https://www.gutenberg.org/ebooks/52914
262,The Collected Poems of Rupert Brooke by Rupert Brooke (32),"Brooke, Rupert, 1887-1915","May 1, 1995",English,PR: Language and Literatures: English literature,"English poetry, Poets, English -- 20th century -- Biography, Brooke, Rupert, 1887-1915",https://www.gutenberg.org/ebooks/262
58221,La Odisea by Homer (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/58221
1097,Mrs. Warren's Profession by Bernard Shaw (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1097
6354,Italian Hours by Henry James (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/6354
45858,Lucian's True History by of Samosata Lucian (32),"Lucian, of Samosata, 120-180","Jun 1, 2014",English,PA: Language and Literatures: Classical Languages and Literature,"Voyages, Imaginary -- Early works to 1800, Satire, Greek -- Translations into English",https://www.gutenberg.org/ebooks/45858
47605,Proofs of a Conspiracy against all the Religions and Governments of Europe by John Robison (32),"Robison, John, 1739-1805","Dec 8, 2014",English,"HS: Social sciences: Societies: secret, benevolent, etc.","Freemasonry -- Early works to 1800, Illuminati -- Early works to 1800",https://www.gutenberg.org/ebooks/47605
11000,An Old Babylonian Version of the Gilgamesh Epic by Albert Tobias Clay and Morris Jastrow (32),"Clay, Albert Tobias, 1866-1925","Jul 4, 2006",English,PJ: Language and Literatures: Oriental languages and literatures,"Epic poetry, Assyro-Babylonian",https://www.gutenberg.org/ebooks/11000
2229,Faust: Der Tragödie erster Teil by Johann Wolfgang von Goethe (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/2229
38594,Poems by Rainer Maria Rilke (32),"Rilke, Rainer Maria, 1875-1926","Jan 17, 2012",English,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures",Poetry,https://www.gutenberg.org/ebooks/38594
61168,The Man in the Brown Suit by Agatha Christie (32),"Christie, Agatha, 1890-1976","Jan 14, 2020",English,PR: Language and Literatures: English literature,"South Africa -- Fiction, Detective and mystery stories, London (England) -- Fiction, Murder -- Investigation -- Fiction, Women adventurers -- Fiction",https://www.gutenberg.org/ebooks/61168
72276,"The Taylor-Trotwood Magazine, Vol. IV, No. 5, February 1907 by Various (32)",Various,"Dec 1, 2023",English,AP: General Works: Periodicals,"Southern States -- Periodicals, American literature -- 20th century -- Periodicals",https://www.gutenberg.org/ebooks/72276
11937,The Symbolism of Freemasonry by Albert Gallatin Mackey (32),"Mackey, Albert Gallatin, 1807-1881","Apr 1, 2004",English,"HS: Social sciences: Societies: secret, benevolent, etc.",Freemasonry -- Symbolism,https://www.gutenberg.org/ebooks/11937
28761,Life in Mexico by Madame  Calderón de la Barca (32),"Calderón de la Barca, Madame (Frances Erskine Inglis), 1804?-1882","May 1, 2009",English,F1201: North America local history: Mexico,"Mexico -- Description and travel, Mexico -- Social life and customs",https://www.gutenberg.org/ebooks/28761
5,The United States Constitution by United States (32),United States,"Dec 1, 1975",English,JK: Political science: Political inst. and pub. Admin.: United States,"United States -- Politics and government -- 1783-1789 -- Sources, United States. Constitution",https://www.gutenberg.org/ebooks/5
1237,Father Goriot by Honoré de Balzac (32),"Balzac, Honoré de, 1799-1850","Oct 6, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Fathers and daughters -- Fiction, Paris (France) -- Fiction, French fiction -- Translations into English, Older men -- Fiction, France -- History -- Louis XVIII, 1814-1824 -- Fiction",https://www.gutenberg.org/ebooks/1237
3891,"Memoirs of the Court of Marie Antoinette, Queen of France, Complete by Mme.  Campan (32)","Campan, Mme. (Jeanne-Louise-Henriette), 1752-1822","Aug 25, 2004",English,"DC: History: General and Eastern Hemisphere: France, Andorra, Monaco","France -- Court and courtiers, Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793",https://www.gutenberg.org/ebooks/3891
5314,Household Tales by Brothers Grimm by Jacob Grimm and Wilhelm Grimm (32),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/5314
348,"Hesiod, the Homeric Hymns, and Homerica by Hesiod (32)",Hesiod,"Jul 5, 2008",English,PA: Language and Literatures: Classical Languages and Literature,"Epic poetry, Greek, Epic poetry, Greek -- Translations into English, Hesiod -- Translations into English, Gods, Greek -- Poetry, Hymns, Greek (Classical) -- Translations into English",https://www.gutenberg.org/ebooks/348
1057,"Poems, with The Ballad of Reading Gaol by Oscar Wilde (32)","Wilde, Oscar, 1854-1900","Oct 1, 1997",English,PR: Language and Literatures: English literature,"Poetry, Prisons -- Poetry",https://www.gutenberg.org/ebooks/1057
38219,A General Introduction to Psychoanalysis by Sigmund Freud (32),"Freud, Sigmund, 1856-1939","Dec 4, 2011",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis",Psychoanalysis,https://www.gutenberg.org/ebooks/38219
36020,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, (32)",United States. Work Projects Administration,"May 2, 2011",English,E300: History: America: Revolution to the Civil War (1783-1861),"Slave narratives -- Alabama, Slavery -- Alabama, African Americans -- Alabama -- Biography, Enslaved persons -- Alabama -- Biography, Enslaved persons -- Alabama -- Social conditions",https://www.gutenberg.org/ebooks/36020
901,The Jew of Malta by Christopher Marlowe (32),"Marlowe, Christopher, 1564-1593","May 1, 1997",English,PR: Language and Literatures: English literature,"Tragedies, Jews -- Malta -- Drama",https://www.gutenberg.org/ebooks/901
351,Of Human Bondage by W. Somerset  Maugham (32),"Maugham, W. Somerset (William Somerset), 1874-1965","Oct 1, 1995",English,PR: Language and Literatures: English literature,"Orphans -- Fiction, People with disabilities -- Fiction, Physicians -- Fiction, Bildungsromans, Artists -- Fiction",https://www.gutenberg.org/ebooks/351
48320,Adventures of Sherlock Holmes by Arthur Conan Doyle (32),"Doyle, Arthur Conan, 1859-1930","Feb 20, 2015",English,PR: Language and Literatures: English literature,"Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction, Detective and mystery stories, English",https://www.gutenberg.org/ebooks/48320
831,Four Arthurian Romances by active 12th century de Troyes Chrétien (32),"Chrétien, de Troyes, active 12th century","Feb 1, 1997",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Arthurian romances, Chrétien, de Troyes, active 12th century, Romances -- Translations into English, Tales, Medieval",https://www.gutenberg.org/ebooks/831
143,The Mayor of Casterbridge by Thomas Hardy (32),"Hardy, Thomas, 1840-1928","Mar 11, 2006",English,PR: Language and Literatures: English literature,"Psychological fiction, Fathers and daughters -- Fiction, Men -- England -- Fiction, Wessex (England) -- Fiction, Runaway husbands -- Fiction, Atonement -- Fiction, Mayors -- Fiction",https://www.gutenberg.org/ebooks/143
2995,Tacitus on Germany by Cornelius Tacitus (32),"Tacitus, Cornelius, 56-117","Apr 4, 2006",English,PA: Language and Literatures: Classical Languages and Literature,Germanic peoples -- Early works to 1800,https://www.gutenberg.org/ebooks/2995
5333,Every Man in His Humor by Ben Jonson (32),"Jonson, Ben, 1573?-1637","Mar 1, 2004",English,PR: Language and Literatures: English literature,"English drama (Comedy), London (England) -- Drama",https://www.gutenberg.org/ebooks/5333
7241,"Fables of La Fontaine — a New Edition, with Notes by Jean de La Fontaine (32)","La Fontaine, Jean de, 1621-1695","Jan 1, 2005",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Fables, French -- Translations into English",https://www.gutenberg.org/ebooks/7241
782,The Travels of Sir John Mandeville by Sir John Mandeville (32),"Mandeville, John, Sir","Jan 1, 1997",English,"G: Geography, Anthropology, Recreation","Voyages and travels -- Early works to 1800, Mandeville, John, Sir -- Travel, Geography, Medieval, Palestine -- Description and travel -- Early works to 1800, Orient -- Description and travel -- Early works to 1800",https://www.gutenberg.org/ebooks/782
50572,Goethe's Theory of Colours by Johann Wolfgang von Goethe (32),"Goethe, Johann Wolfgang von, 1749-1832","Nov 29, 2015",English,QC: Science: Physics,Color,https://www.gutenberg.org/ebooks/50572
1732,"The Schoolmistress, and Other Stories by Anton Pavlovich Chekhov (31)","Chekhov, Anton Pavlovich, 1860-1904","Feb 22, 2006",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Short stories, Russia -- Social life and customs -- Fiction, Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English",https://www.gutenberg.org/ebooks/1732
23684,Keats: Poems Published in 1820 by John Keats (31),"Keats, John, 1795-1821","Dec 2, 2007",English,PR: Language and Literatures: English literature,English poetry -- 19th century,https://www.gutenberg.org/ebooks/23684
1635,Ion by Plato (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1635
54027,"Nil Darpan; or, The Indigo Planting Mirror, A Drama. by Dinabandhu Mitra (31)","Mitra, Dinabandhu, 1829-1874","Jan 19, 2017",English,PK: Language and Literatures: Indo-Iranian literatures,Indigo industry -- India -- Bengal -- Drama,https://www.gutenberg.org/ebooks/54027
227,Aeneidos by Virgil (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/227
36805,Spanish Tales for Beginners (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/36805
47285,"Sindbad the Sailor, & Other Stories from the Arabian Nights by Anonymous (31)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/47285
42796,The Box-Car Children by Gertrude Chandler Warner (31),"Warner, Gertrude Chandler, 1890-1979","May 24, 2013",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Juvenile fiction, Conduct of life -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Siblings -- Juvenile fiction, Adventure and adventurers -- Juvenile fiction, Families -- Juvenile fiction, Boxcar children (Fictitious characters) -- Juvenile fiction",https://www.gutenberg.org/ebooks/42796
1508,The Taming of the Shrew by William Shakespeare (31),"Shakespeare, William, 1564-1616","Oct 1, 1998",English,PR: Language and Literatures: English literature,"Comedies, Man-woman relationships -- Drama, Married people -- Drama, Sex role -- Drama, Padua (Italy) -- Drama",https://www.gutenberg.org/ebooks/1508
58212,The Noble and Gentle Men of England by Evelyn Philip Shirley (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/58212
72253,The love-affairs of the Condés (1530-1740) by H. Noel  Williams (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72253
6885,The Indolence of the Filipino by José Rizal (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/6885
17731,"The nigger of the ""Narcissus"" : by Joseph Conrad (31)","Conrad, Joseph, 1857-1924","Feb 9, 2006",English,PR: Language and Literatures: English literature,"Sea stories, London (England) -- Fiction, Psychological fiction, West Indians -- England -- Fiction, Tuberculosis -- Patients -- Fiction, Terminally ill -- Fiction, Ocean travel -- Fiction, Black people -- Fiction",https://www.gutenberg.org/ebooks/17731
64121,"The Theosophical Path Illustrated Monthly Volume 1, July-December, 1911 (31)",Unknown,"Dec 24, 2020",English,"BP: Philosophy, Psychology, Religion: Islam, Bahaism, Theosophy, Other and new beliefs",Theosophy -- Periodicals,https://www.gutenberg.org/ebooks/64121
72240,"A collection of Latin maxims & rules, in law and equity : by Peter Halkerston (31)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72240
4014,Arsène Lupin by Maurice Leblanc (31),"Leblanc, Maurice, 1864-1941","May 1, 2003",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Burglars -- Fiction, Lupin, Arsène (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/4014
61236,Emily of New Moon by L. M.  Montgomery (31),"Montgomery, L. M. (Lucy Maud), 1874-1942","Jan 25, 2020",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Juvenile fiction, Aunts -- Juvenile fiction, Authorship -- Juvenile fiction, Moving, Household -- Juvenile fiction, Prince Edward Island -- History -- 20th century -- Juvenile fiction, Canada -- History -- 1867-1914 -- Juvenile fiction",https://www.gutenberg.org/ebooks/61236
43548,The Illustrated Key to the Tarot: The Veil of Divination by L. W.  De Laurence (31),"De Laurence, L. W. (Lauron William), 1868-1936","Aug 24, 2013",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Fortune-telling by cards, Tarot",https://www.gutenberg.org/ebooks/43548
7452,Autobiography of a Yogi by Paramahansa Yogananda (31),"Yogananda, Paramahansa, 1893-1952","Feb 1, 2005",English,"BP: Philosophy, Psychology, Religion: Islam, Bahaism, Theosophy, Other and new beliefs","Yogananda, Paramahansa, 1893-1952, Yogis -- India -- Biography",https://www.gutenberg.org/ebooks/7452
20748,Favorite Fairy Tales (31),Unknown,"Mar 5, 2007",English,PZ: Language and Literatures: Juvenile belles lettres,Fairy tales,https://www.gutenberg.org/ebooks/20748
21854,The Woman in Black by E. C.  Bentley (31),"Bentley, E. C. (Edmund Clerihew), 1875-1956","Jun 18, 2007",English,PR: Language and Literatures: English literature,"Detective and mystery stories, Trent, Philip (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/21854
2992,The Middle-Class Gentleman by Molière (31),"Molière, 1622-1673","Dec 1, 2001",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Comedies, French drama, Middle class -- France -- Drama, France -- Social life and customs -- 17th century -- Drama",https://www.gutenberg.org/ebooks/2992
68185,"The passing of the great race; or, The racial basis of European history by Madison Grant (31)","Grant, Madison, 1865-1937","May 27, 2022",English,"GN: Geography, Anthropology, Recreation: Anthropology",Ethnology -- Europe,https://www.gutenberg.org/ebooks/68185
36077,"De Nederlandsche Geslachtsnamen in Oorsprong, Geschiedenis en Beteekenis by Johan Winkler (31)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/36077
23639,Plutarch's Morals by Plutarch (31),"Plutarch, 46-120?","Nov 27, 2007",English,PA: Language and Literatures: Classical Languages and Literature,Ethics -- Early works to 1800,https://www.gutenberg.org/ebooks/23639
1150,"The Danish History, Books I-IX by Grammaticus Saxo (31)","Saxo, Grammaticus, -1204?","Feb 11, 2006",English,"DL: History: General and Eastern Hemisphere: Northern Europe, Scandinavia","Folklore -- Scandinavia, Denmark -- History -- To 1241",https://www.gutenberg.org/ebooks/1150
41771,The History of Sulu by Najeeb M.  Saleeby (31),"Saleeby, Najeeb M. (Najeeb Mitry), 1870-","Jan 3, 2013",English,DS: History: General and Eastern Hemisphere: Asia,"Muslims -- Philippines, Mindanao Island (Philippines) -- History, Sulu Archipelago (Philippines) -- History",https://www.gutenberg.org/ebooks/41771
63203,Faust: A Tragedy by Johann Wolfgang von Goethe (31),"Goethe, Johann Wolfgang von, 1749-1832","Sep 14, 2020",English,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Tragedies, Faust, -approximately 1540 -- Drama",https://www.gutenberg.org/ebooks/63203
